BookName,BookId,ISSN,Auth,Category,Publisher,PublishTime,isBorrowed,Reserve,location
French Impressions: The Adventures of an American Family,9383,451200985,John S. Littell,Computer,New American Library,2000,0,10,Library
The Bay of Angels,9384,375505822,Anita Brookner,Computer,Random House,2001,0,10,Library
Cold Burial: A True Story of Endurance and Disaster,9385,312288549,Clive Powell-Williams,Computer,St. Martin's Press,2002,0,10,Library
Loverboys: Stories,9386,393039595,Ana Castillo,Computer,W. W. Norton &amp; Company,1996,0,10,Library
Ed Wood,9387,571175686,Scott Alexander,Computer,Farrar Straus &amp; Giroux,1995,0,10,Library
Crossing Over,9388,1588720020,John Edward,Computer,John Edward (HAYLO),2001,0,10,Library
The Cabal and Other Stories,9389,316169226,Ellen Gilchrist,Computer,Back Bay Books,2002,0,10,Library
Cat Crimes Through Time,9390,785814078,Ed Gorman,Computer,Book Sales,2001,0,10,Library
Mists of Avalon,9391,345333853,Marion Zimmer Bradley,Computer,Del Rey Books,1985,0,10,Library
A Year at the Movies : One Man's Filmgoing Odyssey,9392,60937866,Kevin Murphy,Computer,Perennial Currents,2002,0,10,Library
Coastliners : A Novel,9393,60198125,Joanne Harris,Computer,William Morrow,2002,0,10,Library
Quakertown,9394,525945830,Lee Martin,Computer,Dutton Books,2001,0,10,Library
A Cold Heart (Alex Delaware Novels (Paperback)),9395,345452569,JONATHAN KELLERMAN,Computer,Ballantine Books,2003,0,10,Library
"Hey Nostradamus! : A Novel (Coupland, Douglas)",9396,1582343586,Douglas Coupland,Computer,Bloomsbury USA,2003,0,10,Library
O YE JIGS &amp; JULEPS!,9397,20404808,Virginia cary Hudson,Computer,Scribner,1987,0,10,Library
Replay,9398,425106403,Ken Grimwood,Computer,Berkley Publishing Group,1988,0,10,Library
"VENTURE STORES, INC.: International Competitive Benchmarks and Financial Gap Analysis (Financial Performance Series)",9399,597145806,Ltd. Icon Group,Computer,"Icon Group International, Inc.",2000,0,10,Library
The Thief of Always,9400,61091464,Clive Barker,Computer,HarperTorch,1993,0,10,Library
TO SHIELD THE QUEEN (Mystery at Queen Elizabeth I's Court (Paperback)),9401,671015311,Fiona Buckley,Computer,Pocket,1998,0,10,Library
The Yellow Wallpaper (Feminist Press Reprint No. 3),9402,912670096,Charlotte Perkins Gilman,Computer,Consortium Book Sales &amp; Dist,1977,0,10,Library
The Child in Time,9403,385497520,Ian McEwan,Computer,Anchor Books/Doubleday,1999,0,10,Library
Dreamhouse,9404,312151144,Alison Habens,Computer,Picador USA,1997,0,10,Library
The Body Artist: A Novel,9405,743203968,Don DeLillo,Computer,Scribner,2002,0,10,Library
1001 Things Everyone Should Know About Science,9406,385247958,James Trefil,Computer,Doubleday Books,1992,0,10,Library
Room With a View (Dover Thrift Edition),9407,486284670,Foester. E.M.,Computer,Dover Publications,1995,0,10,Library
The New Life: A Novel,9408,375701710,Orhan Pamuk,Computer,Vintage Books USA,1998,0,10,Library
The Satanic Verses,9409,670825379,Salman Rushdie,Computer,Viking Books,1989,0,10,Library
The Edge,9410,449217191,Dick Francis,Computer,Fawcett Books,1990,0,10,Library
The Yellow Wallpaper,9411,1558611584,Charlotte Perkins Gilman,Computer,Feminist Press,1996,0,10,Library
Mrs. Dalloway,9412,151009988,Virginia Woolf,Computer,Harcourt,2002,0,10,Library
FOOLSCAP,9413,671788574,Michael Malone,Computer,Washington Square Press,1993,0,10,Library
Galapagos,9414,440127793,"Kurt, Jr. Vonnegut",Computer,Dell,1986,0,10,Library
The Baron in the Trees,9415,156106809,Italo Calvino,Computer,Harcourt,1977,0,10,Library
"Politically Correct, the Ultimate Storybook: Politically Correct Bedtime Stories, Once upon a More Enlightened Time, and Politically Correct Holiday Stories",9416,765108674,James Finn Garner,Computer,Smithmark Publishers,1998,0,10,Library
The History of Sexuality: An Introduction (History of Sexuality),9417,679724699,Michel Foucault,Computer,Vintage Books USA,1990,0,10,Library
The Dreaming Place,9418,014230218X,Charles De Lint,Computer,Firebird Books,2002,0,10,Library
Queen's Confession,9419,449212297,Victoria Holt,Computer,Ivy Books,1986,0,10,Library
"Sister Revolutions: French Lightning, American Light",9420,571199895,Susan Dunn,Computer,Faber &amp; Faber,2000,0,10,Library
"The Case of the Measled Cowboy (Hank the Cowdog, 33)",9421,141304235,John R. Erickson,Computer,Puffin Books,1999,0,10,Library
Yarrow,9422,312863934,Charles de Lint,Computer,Orb Books,1997,0,10,Library
Poet and Dancer,9423,385468873,Ruth Prawer Jhabvala,Computer,Anchor,1994,0,10,Library
Drowning Ruth,9424,385502532,Christina Schwarz,Computer,Doubleday,2000,0,10,Library
Unlocking the Air : Stories,9425,60928034,Ursula K. Le Guin,Computer,Perennial,1997,0,10,Library
The Frog,9426,140252991,John Hawkes,Computer,Penguin Books,1997,0,10,Library
Seven Weeks to Sobriety,9427,449002594,Joan Mathews Larson,Computer,Ballantine Books,1997,0,10,Library
"The Diet Cure: The 8-Step Program to Rebalance Your Body Chemistry and End Food Cravings, Weight Problems, and Mood Swings-Now",9428,140286527,Julia Ross,Computer,Penguin Books,2000,0,10,Library
The Ultimate Weight Solution: The 7 Keys to Weight Loss Freedom,9429,743236742,Phil McGraw,Computer,Free Press,2003,0,10,Library
The Paid Companion,9430,399151745,Amanda Quick,Computer,Putnam Publishing Group,2004,0,10,Library
The Birth of Venus,9431,1400060737,Sarah Dunant,Computer,Random House,2004,0,10,Library
The Proper Care and Feeding of Husbands,9432,60520612,Laura Schlessinger,Computer,HarperCollins,2003,0,10,Library
The White,9433,375413596,Deborah Larsen,Computer,Alfred A. Knopf,2002,0,10,Library
Until the Real Thing Comes Along (Ballantine Reader's Circle),9434,034543739X,ELIZABETH BERG,Computer,Ballantine Books,2000,0,10,Library
The Water Is Wide,9435,553268937,PAT CONROY,Computer,Bantam,1987,0,10,Library
The Odyssey of Homer (Perennial Classics),9436,60931957,Richmond Lattimore,Computer,Perennial,1999,0,10,Library
"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",9437,60192704,Judy Sheindlin,Computer,Cliff Street Books,1999,0,10,Library
Living Juicy: Daily Morsels for Your Creative Soul,9438,890877033,Sark,Computer,Celestial Arts,1994,0,10,Library
We'll Meet Again,9439,684835975,Mary Higgins Clark,Computer,Simon &amp; Schuster,1999,0,10,Library
Son of a Preacher Man: My Search for Grace in the Shadows,9440,62516981,Jay Bakker,Computer,HarperSanFrancisco,2001,0,10,Library
Charms for Easy Life,9441,380722704,Kaye Gibbons,Computer,Avon,1994,0,10,Library
The Secret Life of Bees,9442,096533192X,Sue Monk Kidd,Computer,Viking Penguin,2002,0,10,Library
Scarlatti Inheritance,9443,553114271,Robert Ludlum,Computer,Bantam Doubleday Dell,1982,0,10,Library
A TWIST IN THE TALE,9444,671671499,Jeffrey Archer,Computer,Pocket,1989,0,10,Library
Frequent Flyer (Kinky Friedman Novels (Paperback)),9445,425123456,Kinky Friedman,Computer,Berkley Publishing Group,1990,0,10,Library
Edge of the City,9446,312957882,Dan Mahoney,Computer,St. Martin's Press,1996,0,10,Library
PERFUME,9447,671725955,Patrick Suskind,Computer,Pocket,1990,0,10,Library
The Bourne Supremacy,9448,553263226,Robert Ludlum,Computer,Bantam,1987,0,10,Library
Heaven,9449,671525425,V.C. Andrews,Computer,Pocket,1985,0,10,Library
WHEN SNOW COMES,9450,671542745,Eric Newby,Computer,Pocket,1984,0,10,Library
BONECRACK,9451,671507397,Dick Francis,Computer,Pocket,1983,0,10,Library
Touch the Devil,9452,451124685,Jack Higgins,Computer,Penguin Putnam~mass,1983,0,10,Library
"Wishes Waltzes And A Storybook Wedding (Do You Take This Stranger?) (Silhouette Romance, 1407)",9453,373194072,Tom Smith,Computer,Silhouette,1999,0,10,Library
Summer Pleasures,9454,373218397,Nora Roberts,Computer,Silhouette,2002,0,10,Library
Cooking Up Trouble / Kiss the Cook,9455,373441614,Molly O'Keefe,Computer,Harlequin,2003,0,10,Library
Traveler (Wildside Romance),9456,050552533X,Melanie Jackson,Computer,Love Spell,2003,0,10,Library
"Haunted Places: The National Directory : Ghostly Abodes, Sacred Sites, Ufo Landings, and Other Supernatural Locations",9457,140257349,Dennis William Hauck,Computer,Penguin Books,1996,0,10,Library
"The Color of Death (Lowell, Elizabeth)",9458,60504137,Elizabeth Lowell,Computer,William Morrow,2004,0,10,Library
Aunt Bee's Mayberry Cookbook,9459,1558530983,Ken Beck,Computer,Rutledge Hill Press,2000,0,10,Library
Return to Me,9460,758205600,Shannon McKenna,Computer,BRAVA,2004,0,10,Library
Wildblossom,9461,345381718,Cynthia Wright,Computer,Ivy Books,1994,0,10,Library
Jake (The Cowboys),9462,843941987,Leigh Greenwood,Computer,Leisure Books,1997,0,10,Library
Caress of Fire,9463,082173718X,Martha Hix,Computer,Kensington Pub Corp (Mm),1992,0,10,Library
Encantadora,9464,843941812,Gail Link,Computer,Leisure Books,1997,0,10,Library
Texas Touch,9465,821738453,Emma Merritt,Computer,Kensington Pub Corp (Mm),1992,0,10,Library
The Mountain Rose,9466,821754866,Jessica Wulf,Computer,Kensington Publishing Corporation,1996,0,10,Library
"Runaway (Harlequin Historical, 416)",9467,373290160,Carolyn Davidson,Computer,Harlequin,1998,0,10,Library
One Lonely Night,9468,61084751,Susan Kay Law,Computer,Harper Mass Market Paperbacks (Mm),1997,0,10,Library
Joseph's Bride,9469,821758683,Jessica Wulf,Computer,Zebra Books,1998,0,10,Library
Tender Betrayal,9470,082172679X,Lauren Wilde,Computer,Kensington Pub Corp (Mm),1989,0,10,Library
Dangerous Angel (Topaz Historical Romances),9471,451405285,Deborah Martin,Computer,Topaz,1994,0,10,Library
Heart Breaker,9472,380785617,Nicole Jordan,Computer,Avon,1998,0,10,Library
Devil's Delight,9473,380763435,Deloras Scott,Computer,Harper Mass Market Paperbacks (Mm),1992,0,10,Library
"A Tough Man's Woman (Tough Man Series , No 3)",9474,380782529,Deborah Camp,Computer,Avon,1997,0,10,Library
The Bridled Groom,9475,312955057,J.S. Borthwick,Computer,St. Martin's Press,1995,0,10,Library
Granta 49: Money (Granta (Viking)),9476,140140859,Bill Buford,Computer,Penguin Books,1994,0,10,Library
"The Beast, the Eunuch and the Glass-Eyed Child: Television in the 80's and Beyond",9477,385418213,Ron Powers,Computer,Random House Inc,1991,0,10,Library
"The Binding Chair : or, A Visit from the Foot Emancipation Society",9478,60934425,Kathryn Harrison,Computer,Perennial,2001,0,10,Library
Teach Your Child to Read in 100 Easy Lessons,9479,671631985,Siegfried Engelmann,Computer,Fireside,1986,0,10,Library
The Stargazer,9480,671027409,Michele Jaffe,Computer,Pocket,2000,0,10,Library
MONKEYS,9481,671703617,Susan Minot,Computer,Washington Square Press,1989,0,10,Library
Collected Poems of Emily Dickinson,9482,1566190304,Emily Dickinson,Computer,Barnes Noble,0,0,10,Library
The Devil's Code,9483,425179885,John Sandford,Computer,Berkley Publishing Group,2004,0,10,Library
Jessica,9484,670883514,Bryce Courtenay,Computer,Viking,1998,0,10,Library
The Best American Short Stories 1997 (Best American Short Stories),9485,395798655,E. Annie Proulx,Computer,Houghton Mifflin,1997,0,10,Library
The Velveteen Rabbit,9486,812578902,Margaret Williams,Computer,Tor Books,1992,0,10,Library
"Lion, the Witch and the Wardrobe",9487,20442203,C.S. Lewis,Computer,MacMillan Publishing Company.,1970,0,10,Library
Persuasion,9488,553211374,Jane Austen,Computer,Bantam Books,1984,0,10,Library
Portable Jung (Viking Portable Library),9489,140150706,Carl Gustav Jung,Computer,Penguin Books,1976,0,10,Library
All Things Wise and Wonderful,9490,553204572,James Herriot,Computer,Bantam Doubleday Dell,1981,0,10,Library
A Stitch in Time (Needlecraft Mysteries),9491,425175111,Monica Ferris,Computer,Prime Crime,2000,0,10,Library
DEAD BY SUNSET : DEAD BY SUNSET,9492,671001132,Ann Rule,Computer,Pocket,1996,0,10,Library
A Rose For Her Grave &amp; Other True Cases (Ann Rule's Crime Files),9493,671793535,Ann Rule,Computer,Pocket,1993,0,10,Library
Bitter Harvest,9494,671868691,Ann Rule,Computer,Pocket,1999,0,10,Library
You Belong to Me and Other True Cases (Ann Rule's Crime Files: Vol. 2),9495,671793543,Ann Rule,Computer,Pocket,1994,0,10,Library
"A Rage To Kill and Other True Cases : Anne Rule's Crime Files, Vol. 6 (Ann Rule's Crime Files)",9496,671025341,Ann Rule,Computer,Pocket,1999,0,10,Library
"Confess, Fletch (Vintage Crime/Black Lizard)",9497,375713484,Gregory McDonald,Computer,Vintage Books USA,2002,0,10,Library
A Stir of Echoes,9498,812572122,Richard Matheson,Computer,Tor Books,1999,0,10,Library
Presumed Innocent,9499,762102543,Scott Turow,Computer,Simon &amp; Schuster Merchandise &amp;,1999,0,10,Library
Parable of the Sower,9500,446601977,Octavia E. Butler,Computer,Warner Books,1995,0,10,Library
Master and Commander (Aubrey-Maturin (Paperback)),9501,393307050,Patrick O'Brian,Computer,W. W. Norton &amp; Company,1990,0,10,Library
John Paul II's Book of Mary,9502,879735783,Margaret Bunson,Computer,Our Sunday Visitor,1996,0,10,Library
Seven Steps to Midnight,9503,812550579,Richard Matheson,Computer,Tor Books (Mm),1995,0,10,Library
XML Internationalization and Localization,9504,672320967,Yves Savourel,Computer,SAMS,2001,0,10,Library
SGML: The Billion Dollar Secret,9505,132267055,Chet Ensign,Computer,Pearson Education POD,1996,0,10,Library
A Bawdy Language,9506,773761969,Howard Richler,Computer,Stoddart,2001,0,10,Library
Backpack,9507,452282934,Emily Barr,Computer,Plume Books,2002,0,10,Library
The Mike Hammer Collection Volume 1,9508,451203526,Mickey Spillane,Computer,New American Library,2001,0,10,Library
Mr. Midshipman Hornblower (Hornblower Saga),9509,316289124,C.S. Forester,Computer,Back Bay Books,1984,0,10,Library
Psycho II,9510,743474724,Robert Bloch,Computer,I Books,2003,0,10,Library
The Thin Man (Vintage Crime/Black Lizard),9511,679722637,Dashiell Hammett,Computer,Vintage Books USA,1992,0,10,Library
Einstein's Luck: The Truth Behind Some of the Greatest Scientific Discoveries,9512,198607199,John Waller,Computer,Oxford University Press,2003,0,10,Library
Mathematical Scandals,9513,188455010X,Theoni Pappas,Computer,Wide World Publishing,1997,0,10,Library
Sacrifice,9514,804109192,Andrew H. Vachss,Computer,Ivy Books,1992,0,10,Library
Now You See It . . .,9515,812548116,Richard Matheson,Computer,Tor Books,1996,0,10,Library
"I Don't Know How She Does It: The Life of Kate Reddy, Working Mother",9516,375414053,Allison Pearson,Computer,Alfred A. Knopf,2002,0,10,Library
Slander: Liberal Lies About the American Right,9517,1400046610,ANN COULTER,Computer,Crown,2002,0,10,Library
Hell House,9518,312868855,Richard Matheson,Computer,Tor Books,1999,0,10,Library
Psycho,9519,812519329,Robert Bloch,Computer,Tor Books,1989,0,10,Library
The Up and Comer,9520,446526665,Howard Roughan,Computer,Warner,2001,0,10,Library
A Canticle for Leibowitz,9521,1568655819,Jr. Walter M. Miller,Computer,GuildAmerica Books,1997,0,10,Library
Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),9522,441001971,Laurell K. Hamilton,Computer,Ace Books,1995,0,10,Library
Pretend You Don't See Her,9523,684810395,Mary Higgins Clark,Computer,Simon &amp; Schuster,1997,0,10,Library
Homeport,9524,399143874,Nora Roberts,Computer,Putnam Publishing Group,1998,0,10,Library
Family: The Ties That Bind and Gag!,9525,70064601,Erma Bombeck,Computer,McGraw-Hill Companies,1987,0,10,Library
The Perfect Target,9526,373272820,Jenna Mills,Computer,Silhouette,2003,0,10,Library
Broken Silence,9527,373218117,Maggie Shayne,Computer,Silhouette,2003,0,10,Library
The Healer  (Deep in the Heart),9528,373711050,Jean Brashear,Computer,Harlequin,2003,0,10,Library
Taking A Chance  (Under One Roof),9529,373711409,Janice Kay Johnson,Computer,Harlequin,2003,0,10,Library
Lord of the Mist,9530,505524430,Ann Lawrence,Computer,Dorchester Publishing Company,2001,0,10,Library
"His Special Delivery (Silhouette Romance, No 1491)",9531,373194919,BELINDA BARNES,Computer,Silhouette,2000,0,10,Library
Sarah's Secrets,9532,373227205,Lisa Childs,Computer,Harlequin,2003,0,10,Library
Blithe Images,9533,373218419,Nora Roberts,Computer,Silhouette,2003,0,10,Library
Five Days in Paris,9534,440222842,DANIELLE STEEL,Computer,Dell,1997,0,10,Library
"Love Under Fire (Silhouette Intimate Moments, 1168)",9535,373272383,Frances Housden,Computer,Silhouette,2002,0,10,Library
"Princess'S Proposal (The Carramer Crown) (Silhouette Romance, 1471)",9536,373194714,Valerie Parv,Computer,Silhouette,2000,0,10,Library
Montana Sky,9537,399141227,Nora Roberts,Computer,Putnam Publishing Group,1996,0,10,Library
Sag Luder zu mir.,9538,3426619342,Anne West,Computer,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",2003,0,10,Library
Warum MÃ?Â¤nner so schnell kommen und Frauen nur so tun als ob. Eine Gebrauchsanweisung fÃ?Â¼r das andere Geschlecht.,9539,3426624680,Anne West,Computer,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",2003,0,10,Library
Der Weg der Kriegerin. Die neuen Waffen der Frauen.,9540,3426273098,Nina George,Computer,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",2003,0,10,Library
"Gute MÃ?Â¤dchen kommen in den Himmel, bÃ?Â¶se Ã?Â¼berall hin. Warum Bravsein uns nicht weiterbringt.",9541,3810505153,Ute Ehrhardt,Computer,"KrÃ?Â¼ger, Frankfurt",1994,0,10,Library
"Schade, daÃ?Â? du nicht tot bist. Ein Fall fÃ?Â¼r Mrs. Murphy.",9542,3499134039,Rita Mae Brown,Computer,Rowohlt Tb.,1994,0,10,Library
"Memoiren, gefunden in der Badewanne",9543,3518370081,Stanislaw Lem,Computer,Suhrkamp,2001,0,10,Library
Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,9544,3548359698,Allan Pease,Computer,Ullstein Tb,2000,0,10,Library
The Story of B,9545,553379011,DANIEL QUINN,Computer,Bantam,1997,0,10,Library
Horecka (Ceska knihovna),9546,8090128920,VÃ¡clav Hrabe,Computer,Labyrint,1993,0,10,Library
El preu de la quimera (Narratives),9547,8476021844,Jordi Font i AgustÃ­,Computer,Eumo Editorial,1992,0,10,Library
At Weddings and Wakes,9548,385319851,Alice McDermott,Computer,Delta Trade Paperbacks,1999,0,10,Library
The Assistant (Perennial Classics),9549,60958308,Bernard Malamud,Computer,Perennial,2000,0,10,Library
"The Golden Compass (His Dark Materials, Book 1)",9550,440418321,PHILIP PULLMAN,Computer,Yearling,2001,0,10,Library
The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,9551,316789976,Anita Shreve,Computer,"Little, Brown",1997,0,10,Library
World's Fair,9552,394525280,E. L. Doctorow,Computer,Random House Inc,1985,0,10,Library
JUST ONE FRIEND,9553,20433115,Lynn Hall,Computer,Simon Pulse,1988,0,10,Library
EYEBALLS FOR BREAKFAST - RACK SIZE,9554,671733397,M. M. Ragz,Computer,Aladdin,1990,0,10,Library
Fiesta Al Noroeste: Premio Cafe Gijon 1952 (Coleccion Destinolibro),9555,8423310728,Ana Maria Matute,Computer,Destino,1999,0,10,Library
The Delany Sisters' Book of Everyday Wisdom,9556,1568360428,Sarah Louise Delany,Computer,Kodansha America,1994,0,10,Library
Inca Gold (Clive Cussler),9557,671519816,Clive Cussler,Computer,Pocket,1995,0,10,Library
Whispers,9558,042518109X,Dean R. Koontz,Computer,Berkley Publishing Group,2001,0,10,Library
Hunting Badger (Joe Leaphorn/Jim Chee Novels),9559,61097861,Tony Hillerman,Computer,HarperCollins,2000,0,10,Library
The Shackle,9560,374513112,Colette,Computer,Farrar Straus Giroux,1976,0,10,Library
Void Moon,9561,446609145,Michael Connelly,Computer,Warner Vision,2001,0,10,Library
Murder on the Prowl,9562,553575406,RITA MAE BROWN,Computer,Bantam,1999,0,10,Library
Last Days of Summer,9563,380797631,Steve Kluger,Computer,Perennial,1999,0,10,Library
On the Side of the Angels (Virago Modern Classics),9564,140161171,Betty Miller,Computer,Penguin USA,1986,0,10,Library
James and the Giant Peach,9565,141304677,Roald Dahl,Computer,Puffin Books,2001,0,10,Library
A Room With a View (Classic),9566,553213237,E. M. Forster,Computer,Bantam,1988,0,10,Library
Funny Letters from Famous People,9567,076791175X,CHARLES OSGOOD,Computer,Broadway,2003,0,10,Library
Paradise,9568,679433740,Toni Morrison,Computer,Alfred A. Knopf,1998,0,10,Library
I'll Take You There : A Novel,9569,60501170,Joyce Carol Oates,Computer,Ecco,2002,0,10,Library
A Virtuous Woman (Oprah's Book Club (Paperback)),9570,375703063,Kaye Gibbons,Computer,Vintage Books,1997,0,10,Library
Off for the Sweet Hereafter,9571,345343697,T.R. Pearson,Computer,Ballantine Books,1987,0,10,Library
Horizontes: Cultura Y Literatura,9572,838434762,Graciela Ascarrunz Gilman,Computer,Heinle &amp; Heinle Publishers,1993,0,10,Library
Horizontes: Gramatica Y Conversacion,9573,838434754,Graciela Ascarrunz Gilman,Computer,Heinle &amp; Heinle Publishers,1993,0,10,Library
Appleton-Cuyas Spanish English/English Spanish Dictionary,9574,136155596,Arturo Cuyas,Computer,Word Publishing,1982,0,10,Library
Doomsday Book,9575,553351672,Connie Willis,Computer,Spectra Books,1992,0,10,Library
Imaginary Crimes (The Penguin Contemporary American Fiction Series),9576,140065407,Shelia Ballantyne,Computer,Penguin USA,1994,0,10,Library
Not a Penny More 4,9577,449244288,Jeffrey Archer,Computer,Fawcett Books,1981,0,10,Library
Miracle at St. Anna,9578,1573222127,James McBride,Computer,Riverhead Books,2002,0,10,Library
Jane Eyre,9579,451523326,Charlotte Bronte,Computer,Signet Classics,1988,0,10,Library
Lexikon der populÃ?Â¤ren IrrtÃ?Â¼mer.,9580,3492224466,Walter KrÃ?Â¤mer,Computer,Piper,1998,0,10,Library
Jane Eyre (Penguin Classics),9581,140434003,Charlotte Bronte,Computer,Penguin Books,1996,0,10,Library
"Sorcery Rising (Fool's Gold, Book 1)",9582,756401100,Jude Fisher,Computer,Daw Books,2003,0,10,Library
Expendable,9583,038079439X,James Alan Gardner,Computer,Eos,1999,0,10,Library
Windhaven,9584,553577905,George R. R. Martin,Computer,Spectra Books,2003,0,10,Library
The Search for the Green River Killer,9585,451402391,Carlton Smith,Computer,Onyx Books,1991,0,10,Library
The Lost Language of Cranes,9586,395877334,David Leavitt,Computer,Mariner Books,1997,0,10,Library
Cousins par alliance : Les Allemands en notre miroir,9587,274670238X,BÃ?Â©atrice Durand,Computer,Autrement,2002,0,10,Library
LA Segunda Hija,9588,084770176X,Olga Nolla,Computer,Univ Puerto Rico Pr,1993,0,10,Library
Todo para una sombra (Taifa/poesÃ­a),9589,843770085X,ZoÃ© ValdÃ©s,Computer,Taifa,1986,0,10,Library
Celtika (The Merlin Codex),9590,671028820,Robert Holdstock,Computer,Simon &amp; Schuster (Trade Division),2002,0,10,Library
Prisonniers du paradis,9591,2070404722,Arto Paasilinna,Computer,Gallimard,1998,0,10,Library
Geai,9592,2070415066,Christian Bobin,Computer,Gallimard,2000,0,10,Library
AprÃ?Â¨s-demains : Cent vues imprenables sur le futur,9593,2841722171,FranÃ?Â§ois Rouiller,Computer,Archipel,2002,0,10,Library
Le cercle des loups,9594,2266091328,Nicholas Evans,Computer,Pocket,2000,0,10,Library
Poesies,9595,2845950470,Arthur Rimbaud,Computer,L'Aventurine,0,0,10,Library
Tales of Power,9596,671447807,Carlos Castaneda,Computer,Pocket Books,1981,0,10,Library
Movimiento Perpetuo,9597,9684113404,Augusto Monterroso,Computer,Era,1996,0,10,Library
Instinto de Inez,9598,8466306773,Carlos Fuentes,Computer,Alfaguara/Santillana USA,2003,0,10,Library
Queen of the Turtle Derby and Other Southern Phenomena,9599,679409041,JULIA REED,Computer,Random House,2004,0,10,Library
The Dangerous Husband : A Novel,9600,316782653,Jane Shapiro,Computer,Back Bay Books,2000,0,10,Library
Falling Angels,9601,525945814,Tracy Chevalier,Computer,Dutton Books,2001,0,10,Library
The Drowning Room,9602,140141499,Michael Pye,Computer,Penguin Books,1997,0,10,Library
In The Gloaming: Stories,9603,684870053,Alice Elliott Dark,Computer,Simon &amp; Schuster,2001,0,10,Library
Kitchen Confidential: Adventures in the Culinary Underbelly,9604,60934913,Anthony Bourdain,Computer,Ecco,2001,0,10,Library
Pure Dead Wicked,9605,375814116,Debi Gliori,Computer,Alfred A. Knopf,2002,0,10,Library
"The Beans of Egypt, Maine",9606,899193625,Carolyn Chute,Computer,Ticknor &amp; Fields,1985,0,10,Library
Immortality,9607,60974486,Milan Kundera,Computer,Perennial,1992,0,10,Library
Toujours Provence (Vintage Departures),9608,679736042,Peter Mayle,Computer,Vintage Books USA,1992,0,10,Library
Encore Provence,9609,679441247,Peter Mayle,Computer,Alfred A. Knopf,1999,0,10,Library
Bizarre Murderers II: From the Files of True Detective Magazine,9610,1558177604,Rose G. Mandelsberg,Computer,Pinnacle Books,1993,0,10,Library
Eden Close,9611,156005891,Anita Shreve,Computer,Harvest Books,1998,0,10,Library
They Wear What Under Their Kilts,9612,084395258X,Katie Maxwell,Computer,Dorchester Publishing Company,2004,0,10,Library
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",9613,076790592X,Mitch Albom,Computer,Broadway,2002,0,10,Library
Appointment in Samarra,9614,394711920,John O'Hara,Computer,Vintage Books USA,1982,0,10,Library
The Heart Is a Lonely Hunter (Oprah's Book Club),9615,618526412,Carson McCullers,Computer,Houghton Mifflin Co,2004,0,10,Library
The Mermaids Singing,9616,380815591,Lisa Carey,Computer,Perennial,2001,0,10,Library
The Screwtape Letters,9617,60652934,C. S. Lewis,Computer,Harper SanFrancisco,2001,0,10,Library
69 Things to Do with a Dead Princess,9618,1841953814,Stewart Home,Computer,Canongate Books,2003,0,10,Library
The Heart Is Deceitful Above All Things,9619,1582341427,J. T. LeRoy,Computer,Bloomsbury Publishing PLC,2001,0,10,Library
Observatory Mansions,9620,375709231,Edward Carey,Computer,Vintage Books USA,2002,0,10,Library
More Than You Know: A Novel,9621,688174035,Beth Gutcheon,Computer,William Morrow &amp; Company,2000,0,10,Library
The Best American Nonrequired Reading 2003 (Best American Nonrequired Reading),9622,618246967,Dave Eggers,Computer,Houghton Mifflin Company,2003,0,10,Library
"Liar, Liar",9623,758206135,Gabrielle Williams,Computer,STRAPLESS,2003,0,10,Library
"Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup, and a Spool of Thread (Newbery Medal Book)",9624,763617229,Kate Dicamillo,Computer,Candlewick Press (MA),2003,0,10,Library
The Well of Lost Plots: A Thursday Next Novel,9625,670032891,Jasper Fforde,Computer,Viking Books,2004,0,10,Library
SHORT STORIES OF F. SCOTT FITZGERALD : A New Collection,9626,068480445X,F. Scott Fitzgerald,Computer,Scribner,1995,0,10,Library
Stranger Things Happen,9627,1931520003,Kelly Link,Computer,Small Beer Press,2001,0,10,Library
Runaways: America's Lost Youth,9628,595149782,Maryanne Raphael,Computer,Backinprint.com,2000,0,10,Library
The Man Who Loved Funerals,9629,595193021,Maryanne Raphael,Computer,Authors Choice Press,2001,0,10,Library
"Mother Teresa, Called to Love",9630,967986508,Maryanne Raphael,Computer,Sky Blue Press,2000,0,10,Library
Legacy,9631,449216411,James A. Michener,Computer,Fawcett Books,1990,0,10,Library
Toujours Provence,9632,330319477,Peter Mayle,Computer,Pan Books Ltd,0,0,10,Library
The House of the Seven Gables,9633,812504593,Nathaniel Hawthorne,Computer,Tor Books,1989,0,10,Library
Eso,9634,9500406977,Stephen King,Computer,Downtown Book Center,1986,0,10,Library
Heart of darkness (Broadview literary texts),9635,1551110652,Joseph Conrad,Computer,Broadview Press,1999,0,10,Library
Telling Liddy: A Sour Commedy,9636,552997706,Anne Fine,Computer,Black Swab,1999,0,10,Library
